Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2016-08-28,"He doesnt care your homework, which makes you think he never see them. Actually he doesnt, but gives all people full homework credits. The project is to realize an IEEE papers in Signal processing, which makes me feel ridiculously impossible task. However, he doesn't care your project too and give your an A if you do homework and proj.",5.0,4.0,"LOTS OF HOMEWORK, Amazing lectures, EXTRA CREDIT",ECE798,True,non mandatory,A,5,2,1
2015-05-23,"I took him for 307 and 336. Very clear in what he says, if you pay attention and follow the problems in class, you'll do well on the tests. The homework isn't particularly difficult, but is a bit long. If he isn't teaching 307 or 336, wait a semester to take it with him. If I hadn't taken the class with him, I wouldn't be so interested in DSP",4.0,2.0,,EEN307,True,,,3,2,1
