Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2022-04-11,"She is a good teacher, but she planned a lot of homework. If you don't mind having homework every week, then her class is available.",2.0,3.0,,CIM103,True,mandatory,Not sure yet,-1,0,0
2021-04-30,She is a really nice professor. Highly recommend take her class.,5.0,1.0,,CIM103,True,mandatory,,0,0,0
