Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2024-12-12,She is the nicest and really tries to make the challenging material as understandable as possible.  ,5.0,3.0,"Amazing lectures, Clear grading criteria, Inspirational",MAE309,True,mandatory,A-,3,0,0
2024-11-30,Great Professor! Make sure to go all her lectures. Dr. Li usually brings back in-class problems for the exams. Make sure to do the HW properly and you should get a good grade. ,5.0,3.0,"Amazing lectures, Caring",MAE309,True,mandatory,Not sure yet,3,0,0
2024-01-12,"Very nice and grades very fairly. Our exam averages were usually B+, and we get cheat sheat front and back. Does take ""attendance"" but if you randomly get called on only, but is understanding if you can't make it to class. 100% recommend, made fluid mechanics very doable. Homework is cheggable. If you put in average work, expect B to A grades.",5.0,3.0,"Hilarious, Caring, Accessible outside class",MAE309,True,mandatory,B+,-1,0,0
2023-12-13,"One of the best professors I've had, was able to make something as complicated as fluid mechanics smooth sailing. Despite there being a lot of homework problems at times, her lectures were efficient at teaching the material, emphasized what was important, and was a lenient grader. Attend class, do the homework, study, you'll have a great semester",5.0,3.0,"Gives good feedback, Lots of homework, Caring",MAE309,True,mandatory,A-,3,0,0
