Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2025-05-03,This is a great class if you are willing to learn. The professor is the nicest and he is always available for questions. But the topics of this class are really hard to understand so make sure to hear up for some studying. The professor is fair and has standards. He won't tone down the topic because it is easier. Def recommend.,5.0,2.0,"Caring, Respected, Accessible outside class",MAE341,True,non mandatory,B,3,0,0
2024-12-12,"Do not miss his lectures and take notes of everything. Probably the worst class I have taken yet. The professor is approachable and does want you to succeed, but fails to teach the class in a effective way.   ",2.0,4.0,"Tough grader, Group projects, Lecture heavy",MAE341,True,mandatory,Not sure yet,-1,0,0
2024-12-09,"This professor's poor communication is unacceptable. Just 15 hours before the MAE 341 final, we were told the 'review slides' on Blackboard were irrelevant, after spending days studying them. This last-minute clarification wasted valuable time and caused unnecessary stress. Avoid if you value clear guidance and organization.
",1.0,5.0,Tough grader,MAE341,True,mandatory,,3,0,0
2024-04-12,"You will learn a lot from him, although this is not an easy class at all, but i think it is because of the topics... The professor is always available, and a good grade is possible if you study regularly with his notes. He seems like he truly cares for students to understand, and do questions on their own. He is not a type to pamper students...",5.0,4.0,"Participation matters, Gives good feedback, Respected",MAE341,True,non mandatory,B,3,0,0
2024-01-12,"His two exams are TERRIBLE. Avg was about a 60, I got a 38 haha. Quizzes and homework are very lenient, but annoying nonetheless. Be sure to pace yourself for project, he tries to give good grades on them. Tries to scare you that you will fail, but most everyone got a B to A- in his class. I thought I got a C- but I got a B.",2.0,3.0,"Tough grader, Participation matters, Lots of homework",MAE341,True,mandatory,B,-1,0,0
2023-12-13,"If you've never walked through a forest in complete darkness, you will now. Exam content is gatekept and some questions are the most obscure fact from a random slide in a PowerPoint. In addition, there's a group project and tons of homework including solid works, which is never actually taught during class. Overall, VERY difficult class",1.0,5.0,"Group projects, Lots of homework, Test heavy",MAE341,True,mandatory,C-,3,0,0
2022-12-15,Very hard class. He goes through material really quickly in lectures. He goes based off a powerpoint slide and sometimes just talks through problems instead of doing them on the board. His tests are very hard and he gives a lot of homework. There are 2 projects and they take up a lot of time so dont wait til the last minute. ,2.0,5.0,"Tough grader, Lots of homework, Lecture heavy",MAE341,True,non mandatory,,-1,0,0
