Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2017-12-14,"Excellent computer science professor! Lectures are thorough and cover both the theory and many of the implementation details of common data structures and algorithms. Homework assignments and labs are usually pretty easy (a few are difficult) but definitely manageable. Tests are joke. I you got a 4 or 5 on the AP CS test, you'll do perfectly fine.",5.0,2.0,"Gives good feedback, Skip class? You won't pass., LECTURE HEAVY",CSC220,True,mandatory,A+,0,0,0
2016-12-20,"Her assignments are difficult and time consuming, she will give you hints, but you really have to work for it. Tests are mad easy, just read slides and re-do a quizzes. I guess easy tests do make it up for ""just cry in your pillow all night"" hard lab assignments.",4.0,4.0,"LOTS OF HOMEWORK, BEWARE OF POP QUIZZES, ACCESSIBLE OUTSIDE CLASS",CSC220,True,non mandatory,B,0,1,0
2016-12-16,"Dr. Mirzargar is by far one of the best instructors in the department. Great lectures and explains things very thoroughly. She can be hard but fair.  CSC-220 is not supposed to be an easy class. You will work for your grade, but as long as you put in the effort it is very due-able. Quiz every week! New assignment every week!",5.0,4.0,"Gives good feedback, Clear grading criteria, Amazing lectures",CSC220,True,non mandatory,A,5,1,0
2016-09-24,Great option for CSC220. Clear lectures and great at field questions.,5.0,2.0,"Gives good feedback, Skip class? You won't pass., ACCESSIBLE OUTSIDE CLASS",CSC220,True,,,0,2,0
