Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2011-09-04,"He's the nicest guy in the world, very understanding. I was sick during the semester missed some classes. If I was healthier I would've gotten a better grade. He talks about his own personal tragedy and how he changed his life, attitude, and teaching that shows you his sincerity. He knows the statistic material, will answer Qs, hands out all notes.",4.0,3.0,,IEN311,False,,,3,0,0
