Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2016-10-28,Lectures are pretty boring and his accent can be challenging sometimes. Attendance is not mandatory and lectures are not very helpful so I taught myself from the book. Tests are pretty difficult but towards the end of the semester he decided that the final could replace lower test grades so many people did much better than expected.,2.0,4.0,,CSC314,True,non mandatory,A-,5,0,0
2016-05-06,"The class wasn't extremely exciting, since he mostly follows the book and the slides that come with it. Pretty clear when it comes to explaining concepts though and is willing to answer questions.",4.0,3.0,,CSC314,True,non mandatory,,5,0,0
2016-05-01,"Dr. Seekircher's lectures are on the bland side, but the homework is representative of what will be on the exam, the exams are an appropriate assessment of the course material, and he will go out of his way to help you. The textbook happens to be the worst textbook I've ever read but it still explains what you need for the homework.",3.0,3.0,,CSC314,True,mandatory,A,5,0,0
