Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2016-12-11,the WORST professor I have ever taken. AVOID AT ALL COSTS. he does not teach.,1.0,5.0,Skip class? You won't pass.,IEN311,True,non mandatory,,0,0,0
2010-01-27,"Prof. Sharit is a nice guy. Down to earth, very knowledgeable about his field. One thing he is not, is engaging. The material is very dry, and his lectures are similar. He is fair though and gives fair tests.",5.0,3.0,,IEN310,False,,,3,1,0
2010-01-20,He is a very good professor. He lets you use a sheet of paper with your notes on every exam. There was no final. Only three tests and three MATLAB assignments. His class notes are very clear. Book is useful for the end of chapter examples.,5.0,2.0,,IEN310,False,,,2,0,0
