Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2025-05-19,"She's fine as a professor, just a tough grader and very very lecture heavy, if you miss class you'll be lost on the next. ",3.0,4.0,"Tough grader, Lecture heavy",CIM103,True,mandatory,A,-1,0,0
2024-10-09,"Her classes are boring. It's very lectures heavy but it's manageable.

Often gets flustered if you ask her questions & is clearly annoyed when you don't understand. 

I don't find most of what she says useful, as she explains things in a convoluted way and doesn't have enough industry experience to pass on relevant knowledge.

Forgettable class. ",2.0,3.0,"Beware of pop quizzes, Lecture heavy",CIM103,True,mandatory,A,-1,0,0
2023-12-21,Professor Lopez is a kind and understandable professor. I originally found this course to be difficult as it involved a decent amount of coding for our websites. I originally scored poorly on the first few assignments but she allows corrections and I learned a lot. She has a clear rubric for what you need and it helps to ask her questions. ,5.0,3.0,"Clear grading criteria, Caring, Accessible outside class",CIM103,True,mandatory,A,-1,0,0
2022-04-27,She was the best Professor for this class by far. Definitely knew it was mainly cognate students and every assignment you could redo to get full credit. She does every project with you and gives great guidance. Easy A if you go to class and do everything with her.,5.0,3.0,"Clear grading criteria, Gives good feedback, Caring",CIM103,True,N,,0,0,0
